id_contrato;id_cliente;data_venda;loja;canal_venda;valor_total;n_parcelas;valor_parcela;bairro;sexo;idade;renda_declarada;status_contrato;data_snapshot
C00714;CLI01041;07/02/2025;Centro;Loja física;3221,02;12;268,42;Vila Progresso;M;35;2301,17;Quitado;15/03/2026
C00715;CLI02636;15/10/2024;Zona Leste;Loja física;6340,07;12;528,34;Cidade Nova;F;78;3441,51;Quitado;15/03/2026
C00716;CLI01827;04/08/2025;Zona Leste;Loja física;3806,51;6;634,42;Alto da Serra;M;52;3232,57;Inadimplente;15/03/2026
C00717;CLI01376;20/06/2024;Centro;Loja física;5569,56;18;309,42;Alto da Serra;M;61;4872,92;Inadimplente;15/03/2026
C00718;CLI00339;11/08/2024;Online;Loja física;3715,43;6;619,24;Bela Vista;F;24;3740,99;Quitado;15/03/2026
C00719;CLI01751;16/04/2025;Zona Leste;Loja física;1549,9;10;154,99;Centro;M;20;1740,93;Quitado;15/03/2026
C00720;CLI02662;30/04/2025;Shopping Norte;Loja física;1863,7;24;77,65;Vila Progresso;M;51;1581,76;Em dia;15/03/2026
C00721;CLI00503;17/02/2025;Centro;Loja física;3710,1;18;206,12;Cidade Nova;M;39;1252,9;Inadimplente;15/03/2026
C00722;CLI01621;07/06/2025;Centro;Loja física;2207,08;24;91,96;Cidade Nova;F;39;1539,31;Inadimplente;15/03/2026
C00723;CLI00803;06/09/2024;Online;Televendas;2087,65;12;173,97;Parque das Flores;M;31;7020,34;Quitado;15/03/2026
C00724;CLI02690;10/02/2025;Online;Loja física;3036,93;6;506,16;Bela Vista;F;54;2035,8;Inadimplente;15/03/2026
C00725;CLI02159;01/11/2025;Shopping Norte;Loja física;2060,73;18;114,48;Cidade Nova;F;55;2203,62;Inadimplente;15/03/2026
C00726;CLI02719;14/12/2024;Zona Leste;Loja física;1199,07;12;99,92;Centro;F;37;2550,33;Quitado;15/03/2026
C00727;CLI02244;22/05/2025;Zona Leste;Site;1151,74;6;191,96;Jardim América;F;24;2238,57;Inadimplente;15/03/2026
C00728;CLI02250;23/11/2024;Centro;Loja física;1462,78;12;121,9;Cidade Nova;F;42;5481,3;Quitado;15/03/2026
C00729;CLI01470;20/11/2024;Zona Leste;Loja física;2024,74;12;168,73;Jd. America;F;29;2727,57;Quitado;15/03/2026
C00730;CLI00671;02/05/2025;Centro;Site;1443,31;10;144,33;Jardim Botânico;F;47;3623,86;Em dia;15/03/2026
C00731;CLI01826;26/04/2025;Shopping Norte;Site;1144,84;18;63,6;Jardim Botânico;F;49;5718,63;Inadimplente;15/03/2026
C00732;CLI00115;13/09/2025;Zona Leste;Site;5795,98;18;322,0;Jardim América;F;39;5817,14;Em dia;15/03/2026
C00734;CLI02578;24/07/2024;Zona Leste;Loja física;2330,56;24;97,11;Bela Vista;M;49;3899,66;Em dia;15/03/2026
C00735;CLI01605;11/04/2025;Shopping Norte;Site;2351,73;18;130,65;Jardim América;F;50;4448,12;Inadimplente;15/03/2026
C00736;CLI02060;11/07/2025;Zona Leste;Loja física;2860,94;18;158,94;Jardim América;M;36;2089,52;Em dia;15/03/2026
C00737;CLI01420;03/03/2025;Shopping Norte;Loja física;1748,38;10;174,84;Centro;F;18;4948,58;Inadimplente;15/03/2026
C00738;CLI00505;07/07/2025;Online;Loja física;2447,95;24;102,0;Cidade Nova;M;50;1900,21;Em dia;15/03/2026
C00739;CLI01373;26/10/2025;Online;Site;2587,48;24;107,81;Centro;M;43;2273,96;Inadimplente;15/03/2026
C00740;CLI01033;24/02/2025;Zona Leste;Loja física;638,37;18;35,47;Jardim América;F;21;3111,3;Em dia;15/03/2026
C00741;CLI00255;17/12/2024;Centro;Loja física;823,88;24;34,33;Parque das Flores;M;24;2888,66;Em dia;15/03/2026
C00742;CLI00744;15/11/2025;Centro;Site;2880,1;24;120,0;Alto da Serra;M;47;1296,7;Em dia;15/03/2026
C00743;CLI01845;11/02/2025;Zona Leste;Loja física;3522,97;12;293,58;Parque das Flores;F;34;6184,17;Inadimplente;15/03/2026
C00744;CLI00238;05/07/2025;Shopping Norte;Televendas;2580,35;18;143,35;Centro;M;20;2973,15;Em dia;15/03/2026
C00745;CLI00719;17/06/2025;Zona Leste;Loja física;1163,8;18;64,66;Alto da Serra;M;50;2714,98;Inadimplente;15/03/2026
C00746;CLI00173;11/07/2024;Shopping Norte;Loja física;1250,35;12;104,2;Jardim América;M;59;2710,59;Inadimplente;15/03/2026
C00747;CLI02564;06/01/2025;Shopping Norte;Site;1709,34;10;170,93;Parque das Flores;F;61;2434,11;Quitado;15/03/2026
C00750;CLI00103;31/01/2025;Zona Leste;Loja física;2533,93;10;253,39;Jardim Botânico;M;48;5928,2;Inadimplente;15/03/2026
C00751;CLI00577;13/10/2024;Zona Leste;Site;1819,93;18;101,11;Parque das Flores;F;47;5175,11;Em dia;15/03/2026
C00753;CLI02316;26/02/2025;Zona Leste;Loja física;1492,54;10;149,25;Parque das Flores;M;32;1729,62;Quitado;15/03/2026
C00755;CLI01699;25/07/2025;Zona Leste;Televendas;1483,51;10;148,35;Jardim Botânico;F;28;3364,98;Em dia;15/03/2026
C00756;CLI00881;22/09/2024;Centro;Loja física;2814,81;10;281,48;Parque das Flores;M;18;3411,61;Quitado;15/03/2026
C00757;CLI00499;08/11/2025;Online;Site;1948,59;12;162,38;Parque das Flores;F;36;2279,77;Inadimplente;15/03/2026
C00758;CLI01803;19/08/2024;Zona Leste;Loja física;825,12;12;68,76;Centro;F;51;2419,99;Inadimplente;15/03/2026
C00759;CLI01596;13/07/2024;Shopping Norte;Loja física;3871,6;12;322,63;Jardim América;F;34;2324,11;Inadimplente;15/03/2026
C00760;CLI02643;11/02/2025;Zona Leste;Loja física;610,72;6;101,79;Jardim Botânico;F;30;1826,85;Quitado;15/03/2026
C00761;CLI01924;29/08/2025;Zona Leste;Loja física;2261,38;18;125,63;Parque das Flores;F;44;1700,23;Em dia;15/03/2026
C00762;CLI01398;13/02/2025;Zona Leste;Loja física;2388,85;10;238,88;Parque das Flores;M;19;2796,16;Inadimplente;15/03/2026
C00763;CLI01587;07/11/2025;Shopping Norte;Loja física;734,85;24;30,62;Bela Vista;M;61;2182,19;Em dia;15/03/2026
C00764;CLI02084;19/06/2025;Shopping Norte;Site;1348,89;6;224,82;Jardim América;M;53;2640,8;Inadimplente;15/03/2026
C00765;CLI00402;13/10/2024;Shopping Norte;Televendas;2241,8;10;224,18;Vila Progresso;F;59;2837,07;Quitado;15/03/2026
C00768;CLI01361;05/11/2024;Centro;Loja física;1065,38;12;88,78;Parque das Flores;M;42;2668,1;Quitado;15/03/2026
C00769;CLI00373;25/04/2025;Centro;Site;1800,15;24;75,01;Jardim América;F;56;2327,15;Inadimplente;15/03/2026
C00770;CLI00114;19/08/2025;Zona Leste;Televendas;3268,02;10;326,8;Bela Vista;M;18;2695,31;Inadimplente;15/03/2026
C00771;CLI02146;28/10/2024;Centro;Loja física;2359,84;12;196,65;Alto da Serra;M;35;1429,59;Quitado;15/03/2026
C00772;CLI02564;05/03/2025;Online;Loja física;1979,12;10;197,91;Parque das Flores;F;40;1601,02;Inadimplente;15/03/2026
C00773;CLI01866;28/01/2025;Online;Loja física;1142,38;18;63,47;Jardim América;F;39;3100,46;Inadimplente;15/03/2026
C00774;CLI02246;06/05/2025;Shopping Norte;Loja física;2535,15;12;211,26;Centro;F;34;2191,53;Inadimplente;15/03/2026
C00775;CLI02193;18/07/2024;Zona Leste;Loja física;2439,34;12;203,28;Cidade Nova;M;28;1900,93;Quitado;15/03/2026
C00776;CLI01083;24/06/2024;Zona Leste;Loja física;1384,43;10;138,44;Jardim América;M;18;4886,89;Quitado;15/03/2026
C00777;CLI01548;02/03/2025;Shopping Norte;Televendas;4634,55;12;386,21;Bela Vista;F;37;3323,13;Quitado;15/03/2026
C00778;CLI01915;05/03/2025;Centro;Loja física;637,23;12;53,1;Centro;M;46;4532,77;Quitado;15/03/2026
C00779;CLI01242;29/07/2025;Centro;Site;3546,05;12;295,5;Jardim América;M;26;2931,66;Inadimplente;15/03/2026
C00781;CLI02687;27/07/2024;Zona Leste;Loja física;1768,84;12;147,4;Bela Vista;F;52;1606,56;Quitado;15/03/2026
C00782;CLI00839;18/07/2025;Centro;Loja física;1775,98;12;148,0;Centro;F;60;3143,6;Inadimplente;15/03/2026
C00783;CLI02314;24/09/2024;Centro;Site;3653,32;24;152,22;Alto da Serra;F;53;1995,75;Em dia;15/03/2026
C00784;CLI01296;10/06/2025;Shopping Norte;Loja física;1010,46;24;42,1;Bela Vista;F;34;2144,42;Em dia;15/03/2026
C00785;CLI01722;20/09/2024;Centro;Televendas;850,62;10;85,06;Cidade Nova;M;50;2150,41;Quitado;15/03/2026
C00786;CLI00608;30/08/2025;Shopping Norte;Loja física;2940,14;18;163,34;Alto da Serra;M;52;2252,18;Inadimplente;15/03/2026
C00787;CLI01664;20/02/2025;Online;Loja física;1589,19;10;158,92;Cidade Nova;F;41;3847,51;Inadimplente;15/03/2026
C00788;CLI02241;18/10/2024;Shopping Norte;Loja física;1932,66;18;107,37;Jd. America;M;31;1689,81;Em dia;15/03/2026
C00789;CLI00018;21/12/2024;Shopping Norte;Loja física;834,07;10;83,41;Alto da Serra;F;39;2316,98;Inadimplente;15/03/2026
C00790;CLI00536;30/06/2025;Centro;Televendas;2730,08;6;455,01;Alto da Serra;M;22;4004,77;Quitado;15/03/2026
C00791;CLI02170;07/08/2024;Shopping Norte;Loja física;3809,85;6;634,98;Vila Progresso;F;35;3691,9;Inadimplente;15/03/2026
C00793;CLI01962;26/12/2024;Zona Leste;Loja física;2650,24;12;220,85;Alto da Serra;F;56;3893,87;Quitado;15/03/2026
C00794;CLI02437;21/10/2025;Zona Leste;Televendas;3470,66;24;144,61;Jd. America;M;18;1282,74;Em dia;15/03/2026
C00795;CLI00216;20/07/2025;Centro;Loja física;1438,79;10;143,88;Vila Progresso;M;55;3087,34;Inadimplente;15/03/2026
C00796;CLI02204;02/02/2025;Shopping Norte;Site;1452,92;10;145,29;Jardim América;F;41;5576,67;Inadimplente;15/03/2026
C00797;CLI02580;14/01/2025;Zona Leste;Loja física;5581,97;10;558,2;Bela Vista;M;63;3011,11;Inadimplente;15/03/2026
C00798;CLI01304;23/05/2025;Centro;Loja física;2599,85;10;259,98;Vila Progresso;F;27;3892,28;Em dia;15/03/2026
C00800;CLI00903;31/08/2025;Shopping Norte;Loja física;877,14;18;48,73;Alto da Serra;F;41;2064,61;Inadimplente;15/03/2026
C00801;CLI00190;30/06/2025;Zona Leste;Loja física;2050,88;12;170,91;Vila Progresso;F;49;1611,73;Inadimplente;15/03/2026
C00802;CLI01358;11/04/2025;Centro;Loja física;3674,97;18;204,16;Jd. America;F;62;6678,61;Em dia;15/03/2026
C00803;CLI02264;11/06/2025;Online;Loja física;1062,09;6;177,02;Parque das Flores;M;27;1459,34;Inadimplente;15/03/2026
C00804;CLI02746;12/09/2025;Online;Site;1221,62;24;50,9;Parque das Flores;F;41;2107,81;Em dia;15/03/2026
C00805;CLI00184;04/07/2024;Online;Loja física;1157,23;18;64,29;Jardim América;M;47;2907,03;Quitado;15/03/2026
C00807;CLI00726;27/05/2025;Online;Site;2506,65;6;417,78;Jd. America;F;53;2116,73;Inadimplente;15/03/2026
C00808;CLI01323;23/01/2025;Online;Site;4267,95;18;237,11;Cidade Nova;F;56;1542,92;Em dia;15/03/2026
C00809;CLI00898;30/05/2025;Centro;Site;2758,72;18;153,26;Jardim América;F;43;3829,92;Em dia;15/03/2026
C00810;CLI00922;30/04/2025;Shopping Norte;Site;3315,86;24;138,16;Jardim América;F;46;2816,48;Inadimplente;15/03/2026
C00811;CLI01523;16/03/2025;Centro;Loja física;2687,59;10;268,76;Jardim América;F;46;2216,55;Quitado;15/03/2026
C00813;CLI02508;28/01/2025;Centro;Loja física;2317,41;12;193,12;Jardim América;M;18;3036,09;Quitado;15/03/2026
C00814;CLI01137;28/01/2025;Shopping Norte;Loja física;1241,02;6;206,84;Jardim América;F;60;2189,8;Quitado;15/03/2026
C00816;CLI02310;15/11/2024;Shopping Norte;Televendas;1550,05;12;129,17;Bela Vista;M;37;2397,08;Quitado;15/03/2026
C00817;CLI00171;01/01/2025;Zona Leste;Loja física;2256,06;12;188,0;Alto da Serra;M;59;6587,84;Quitado;15/03/2026
C00818;CLI02545;24/09/2025;Shopping Norte;Loja física;740,55;12;61,71;Jardim América;F;78;2010,48;Em dia;15/03/2026
C00819;CLI02137;15/09/2025;Centro;Loja física;1171,25;6;195,21;Parque das Flores;M;36;1993,27;Quitado;15/03/2026
C00820;CLI01355;26/07/2024;Online;Televendas;954,41;24;39,77;Vila Progresso;F;48;3239,92;Em dia;15/03/2026
C00821;CLI00976;07/10/2025;Centro;Loja física;2955,81;12;246,32;Jardim América;M;50;2477,75;Inadimplente;15/03/2026
C00823;CLI02339;08/09/2025;Centro;Site;728,29;12;60,69;Parque das Flores;M;18;2247,38;Inadimplente;15/03/2026
C00824;CLI00716;25/10/2024;Centro;Loja física;639,54;18;35,53;Cidade Nova;F;30;3828,88;Inadimplente;15/03/2026
C00825;CLI01383;03/12/2024;Zona Leste;Site;922,52;12;76,88;Parque das Flores;F;45;1593,17;Quitado;15/03/2026
C00826;CLI02551;03/11/2025;Shopping Norte;Loja física;3161,7;10;316,17;Parque das Flores;M;63;1904,52;Em dia;15/03/2026
C00827;CLI02480;01/10/2025;Shopping Norte;Site;997,55;24;41,56;Alto da Serra;M;41;3580,28;Em dia;15/03/2026
C00829;CLI02267;09/11/2025;Online;Site;1031,5;6;171,92;Jardim América;F;33;3517,97;Inadimplente;15/03/2026
C00830;CLI00939;07/08/2025;Centro;Site;3351,57;6;558,6;Jd. America;F;45;1993,82;Inadimplente;15/03/2026
C00831;CLI00400;18/08/2024;Zona Leste;Loja física;2207,31;18;122,63;Jardim América;F;49;3688,12;Quitado;15/03/2026
C00832;CLI01438;17/10/2025;Online;Loja física;957,8;10;95,78;Bela Vista;F;58;3200,58;Em dia;15/03/2026
C00834;CLI02180;21/04/2025;Online;Loja física;1865,96;18;103,66;Bela Vista;M;37;1940,52;Em dia;15/03/2026
C00835;CLI00646;08/08/2024;Centro;Loja física;1640,44;10;164,04;Vila Progresso;M;45;3786,0;Inadimplente;15/03/2026
C00836;CLI01627;03/09/2025;Online;Loja física;1903,04;10;190,3;Jardim América;F;78;2363,38;Inadimplente;15/03/2026
C00837;CLI02346;13/08/2025;Centro;Loja física;2154,74;10;215,47;Centro;F;42;3383,19;Em dia;15/03/2026
C00838;CLI01753;01/12/2024;Zona Leste;Site;1884,17;18;104,68;Jd. America;M;27;2100,72;Em dia;15/03/2026
C00839;CLI01400;08/11/2025;Online;Loja física;959,22;10;95,92;Centro;M;34;3783,59;Em dia;15/03/2026
C00840;CLI01354;03/10/2025;Shopping Norte;Site;2741,07;18;152,28;Alto da Serra;F;40;1388,66;Quitado;15/03/2026
C00841;CLI01816;04/09/2025;Shopping Norte;Site;1452,59;18;80,7;Jd. America;M;36;1581,52;Em dia;15/03/2026
C00842;CLI02013;20/12/2024;Shopping Norte;Site;2863,97;10;286,4;Jardim América;M;35;3683,28;Inadimplente;15/03/2026
C00843;CLI02171;06/08/2024;Shopping Norte;Loja física;3355,08;10;335,51;Parque das Flores;F;38;1824,01;Quitado;15/03/2026
C00844;CLI00452;11/03/2025;Online;Loja física;1327,94;18;73,77;Jardim Botânico;M;43;3013,06;Inadimplente;15/03/2026
C00847;CLI02417;11/10/2024;Online;Loja física;1408,41;18;78,24;Vila Progresso;M;33;2323,21;Inadimplente;15/03/2026
C00848;CLI02315;21/06/2025;Shopping Norte;Loja física;855,75;12;71,31;Parque das Flores;F;51;3290,14;Em dia;15/03/2026
C00849;CLI02489;28/05/2025;Shopping Norte;Loja física;937,42;18;52,08;Parque das Flores;M;51;3638,11;Inadimplente;15/03/2026
C00850;CLI02691;04/12/2024;Zona Leste;Loja física;864,96;18;48,05;Jd. America;M;31;2090,62;Inadimplente;15/03/2026
C00852;CLI00717;27/11/2024;Centro;Televendas;3078,95;6;513,16;Vila Progresso;F;43;3500,37;Quitado;15/03/2026
C00853;CLI00086;01/05/2025;Centro;Loja física;879,29;10;87,93;Alto da Serra;F;57;3475,4;Inadimplente;15/03/2026
C00854;CLI01162;17/10/2024;Centro;Loja física;891,37;12;74,28;Centro;F;56;3973,07;Em dia;15/03/2026
C00855;CLI01804;03/12/2024;Zona Leste;Site;876,62;10;87,66;Parque das Flores;M;54;5676,74;Quitado;15/03/2026
C00856;CLI01902;03/02/2025;Zona Leste;Loja física;1607,85;10;160,78;Vila Progresso;M;29;2747,47;Quitado;15/03/2026
C00857;CLI01136;03/11/2025;Centro;Loja física;4116,29;12;343,02;Cidade Nova;F;38;3034,99;Em dia;15/03/2026
C00858;CLI01855;25/02/2025;Centro;Loja física;2920,14;12;243,34;Jardim América;F;27;3871,39;Inadimplente;15/03/2026
C00859;CLI00983;26/09/2025;Zona Leste;Site;2584,96;24;107,71;Parque das Flores;F;40;2294,72;Inadimplente;15/03/2026
C00860;CLI00734;02/02/2025;Zona Leste;Loja física;1298,78;18;72,15;Vila Progresso;M;58;2738,76;Inadimplente;15/03/2026
C00861;CLI01832;04/04/2025;Online;Loja física;3817,12;12;318,09;Cidade Nova;F;30;3740,68;Inadimplente;15/03/2026
C00862;CLI01536;11/09/2024;Centro;Loja física;988,65;18;54,92;Jardim Botânico;M;43;4062,07;Quitado;15/03/2026
C00863;CLI02365;10/03/2025;Shopping Norte;Televendas;2416,33;12;201,36;Cidade Nova;F;42;2311,71;Inadimplente;15/03/2026
C00864;CLI01813;13/01/2025;Zona Leste;Loja física;488,54;12;40,71;Jardim Botânico;M;47;1687,97;Quitado;15/03/2026
C00865;CLI00123;07/11/2024;Zona Leste;Televendas;3548,3;24;147,85;Parque das Flores;F;49;0,0;Em dia;15/03/2026
C00866;CLI00072;26/07/2024;Centro;Site;1926,58;18;107,03;Centro;F;41;1580,08;Inadimplente;15/03/2026
C00867;CLI00142;17/02/2025;Shopping Norte;Televendas;7408,18;18;411,57;Centro;F;27;2288,06;Inadimplente;15/03/2026
C00868;CLI00099;21/08/2024;Online;Loja física;1838,38;6;306,4;Bela Vista;M;30;1927,36;Quitado;15/03/2026
C00869;CLI00522;01/07/2025;Shopping Norte;Site;2413,72;18;134,1;Centro;M;46;3028,5;Inadimplente;15/03/2026
C00870;CLI01283;12/05/2025;Zona Leste;Loja física;424,43;12;35,37;Cidade Nova;M;31;4093,85;Inadimplente;15/03/2026
C00871;CLI02609;25/10/2024;Shopping Norte;Loja física;4877,25;10;487,72;Parque das Flores;M;55;1563,95;Inadimplente;15/03/2026
C00872;CLI00184;29/10/2025;Centro;Loja física;1744,44;10;174,44;Jd. America;F;19;6023,81;Em dia;15/03/2026
C00873;CLI02356;26/08/2025;Shopping Norte;Site;637,34;24;26,56;Jardim Botânico;F;20;2086,42;Em dia;15/03/2026
C00874;CLI02184;06/05/2025;Zona Leste;Site;1511,53;18;83,97;Vila Progresso;M;43;7523,88;Inadimplente;15/03/2026
C00875;CLI02128;09/02/2025;Zona Leste;Loja física;2809,49;24;117,06;Parque das Flores;M;44;5185,91;Em dia;15/03/2026
C00876;CLI01223;10/03/2025;Zona Leste;Loja física;622,61;18;34,59;Jd. America;M;50;951,96;Inadimplente;15/03/2026
C00877;CLI00906;31/10/2025;Centro;Loja física;5413,48;18;300,75;Centro;F;42;3956,23;Em dia;15/03/2026
C00879;CLI01271;08/12/2024;Zona Leste;Loja física;1431,77;12;119,31;Alto da Serra;F;30;3969,44;Inadimplente;15/03/2026
C00880;CLI01071;29/07/2024;Centro;Loja física;842,18;6;140,36;Jardim América;M;29;2469,6;Quitado;15/03/2026
C00881;CLI02298;09/09/2025;Centro;Loja física;2253,54;10;225,35;Jardim Botânico;F;68;4090,54;Em dia;15/03/2026
C00884;CLI02596;04/08/2024;Online;Loja física;1757,65;10;175,76;Jd. America;M;55;1564,44;Inadimplente;15/03/2026
C00885;CLI01416;15/11/2024;Centro;Loja física;1090,37;12;90,86;Jardim América;M;28;2119,18;Quitado;15/03/2026
C00886;CLI00839;06/12/2024;Shopping Norte;Loja física;1406,26;12;117,19;Jardim Botânico;F;47;3112,28;Inadimplente;15/03/2026
C00887;CLI01734;25/02/2025;Shopping Norte;Site;1603,1;6;267,18;Bela Vista;F;35;3165,2;Quitado;15/03/2026
C00889;CLI02390;10/04/2025;Zona Leste;Loja física;11693,76;18;649,65;Jardim Botânico;F;32;2683,44;Inadimplente;15/03/2026
C00890;CLI01545;20/09/2025;Shopping Norte;Loja física;4445,25;6;740,88;Centro;F;53;3953,77;Inadimplente;15/03/2026
C00891;CLI01330;08/11/2025;Shopping Norte;Loja física;4871,8;24;202,99;Jd. America;F;59;1578,29;Inadimplente;15/03/2026
C00892;CLI00362;28/06/2024;Centro;Loja física;1812,33;12;151,03;Centro;F;34;2356,73;Quitado;15/03/2026
C00894;CLI02287;18/06/2025;Zona Leste;Loja física;2281,29;12;190,11;Bela Vista;M;47;1392,85;Em dia;15/03/2026
C00895;CLI01832;25/01/2025;Shopping Norte;Loja física;1377,09;18;76,5;Cidade Nova;F;54;3902,36;Em dia;15/03/2026
C00896;CLI00573;03/09/2025;Shopping Norte;Loja física;1960,32;10;196,03;Parque das Flores;M;41;2131,41;Inadimplente;15/03/2026
C00899;CLI01038;28/12/2024;Zona Leste;Loja física;1848,39;18;102,69;Parque das Flores;F;48;6718,16;Em dia;15/03/2026
C00900;CLI01864;18/07/2025;Online;Site;4510,46;6;751,74;Centro;M;33;1930,08;Quitado;15/03/2026
C00901;CLI01467;02/09/2024;Shopping Norte;Loja física;1909,21;18;106,07;Alto da Serra;M;56;1793,22;Quitado;15/03/2026
C00902;CLI01423;26/01/2025;Zona Leste;Loja física;464,46;24;19,35;Bela Vista;F;26;1942,43;Inadimplente;15/03/2026
C00903;CLI02438;26/07/2024;Zona Leste;Loja física;2158,83;18;119,94;Centro;F;41;3622,66;Quitado;15/03/2026
C00904;CLI00706;20/10/2025;Online;Loja física;1589,91;10;158,99;Bela Vista;F;48;3104,74;Em dia;15/03/2026
C00905;CLI02012;25/06/2024;Online;Loja física;1308,89;10;130,89;Alto da Serra;M;38;4702,42;Quitado;15/03/2026
C00907;CLI00071;30/06/2024;Zona Leste;Televendas;1412,61;18;78,48;Bela Vista;M;18;3084,22;Quitado;15/03/2026
C00908;CLI01412;19/02/2025;Zona Leste;Loja física;1292,88;18;71,83;Centro;F;65;1622,01;Inadimplente;15/03/2026
C00909;CLI01483;23/02/2025;Zona Leste;Loja física;2968,19;10;296,82;Alto da Serra;M;26;2064,36;Inadimplente;15/03/2026
C00910;CLI02236;02/09/2024;Centro;Loja física;574,11;24;23,92;Jd. America;F;33;2216,32;Em dia;15/03/2026
C00911;CLI00425;02/07/2025;Centro;Televendas;1349,91;10;134,99;Bela Vista;M;30;2635,02;Em dia;15/03/2026
C00912;CLI01521;06/09/2025;Centro;Televendas;2074,74;24;86,45;Vila Progresso;M;41;1544,99;Em dia;15/03/2026
C00913;CLI02637;10/10/2025;Centro;Site;3286,13;18;182,56;Centro;F;60;3538,65;Em dia;15/03/2026
C00914;CLI00737;15/06/2025;Online;Loja física;731,75;6;121,96;Bela Vista;F;40;3967,28;Inadimplente;15/03/2026
C00916;CLI01163;13/08/2024;Online;Loja física;2508,82;18;139,38;Jardim América;M;23;1750,69;Quitado;15/03/2026
C00917;CLI02201;30/07/2025;Shopping Norte;Loja física;1447,42;10;144,74;Jardim América;M;39;5818,47;Em dia;15/03/2026
C00918;CLI00894;31/10/2025;Centro;Loja física;3122,51;24;130,1;Vila Progresso;F;39;4641,5;Em dia;15/03/2026
C00919;CLI01107;20/08/2024;Zona Leste;Televendas;1567,44;12;130,62;Jardim América;M;59;1791,2;Inadimplente;15/03/2026
C00920;CLI02230;15/06/2025;Online;Loja física;1518,71;6;253,12;Jardim Botânico;F;25;2631,29;Quitado;15/03/2026
C00921;CLI01251;01/05/2025;Shopping Norte;Loja física;1274,99;12;106,25;Cidade Nova;F;18;2472,72;Em dia;15/03/2026
C00922;CLI00365;22/09/2025;Zona Leste;Loja física;14000,0;10;1400,0;Vila Progresso;F;62;1799,16;Inadimplente;15/03/2026
C00924;CLI02511;13/10/2024;Centro;Loja física;1663,35;10;166,33;Jardim América;M;54;5174,48;Quitado;15/03/2026
C00925;CLI02751;28/09/2024;Zona Leste;Loja física;1253,1;6;208,85;Cidade Nova;F;33;3086,66;Em dia;15/03/2026
C00926;CLI01619;15/06/2024;Centro;Televendas;1041,3;24;43,39;Jd. America;F;53;10322,74;Inadimplente;15/03/2026
C00927;CLI00143;13/10/2025;Zona Leste;Loja física;1737,59;10;173,76;Bela Vista;F;45;2664,8;Em dia;15/03/2026
C00928;CLI02447;18/12/2024;Shopping Norte;Loja física;3478,54;12;289,88;Vila Progresso;M;56;2185,53;Quitado;15/03/2026
C00929;CLI01188;22/03/2025;Centro;Loja física;2816,24;6;469,37;Vila Progresso;M;31;2212,69;Inadimplente;15/03/2026
C00931;CLI01674;23/10/2025;Shopping Norte;Loja física;1073,88;12;89,49;Jardim América;F;37;3138,5;Em dia;15/03/2026
C00932;CLI02547;28/10/2025;Shopping Norte;Loja física;4990,05;24;207,92;Jardim Botânico;F;42;3537,66;Inadimplente;15/03/2026
C00933;CLI01975;24/10/2025;Shopping Norte;Loja física;5118,62;12;426,55;Jardim Botânico;M;68;1495,86;Inadimplente;15/03/2026
C00934;CLI00503;21/10/2025;Zona Leste;Televendas;1435,73;6;239,29;Centro;F;43;3841,42;Inadimplente;15/03/2026
